STOCK	VALUE	DAY	TIME
ILC	415	1	1443	
ILC	584	10	1350	
ILC	307	8	1434	
ILC	702	7	1117	
ILC	20	8	1141	
ILC	7	14	1355	
ILC	726	3	1044	
ILC	470	5	1369	
ILC	318	3	1361	
ILC	202	12	1572	
ILC	278	6	1649	
ILC	188	1	1193	
ILC	797	13	1008	
ILC	196	13	1558	
ILC	6	3	1498	
ILC	544	2	1010	
ILC	312	5	1385	
ILC	678	6	1418	
ILC	48	9	1139	
ILC	892	6	1120	
ILC	495	4	1451	
ILC	925	7	1341	
ILC	321	5	1519	
ILC	369	13	1311	
ILC	805	9	1108	
ILC	386	3	1504	
ILC	271	11	1370	
ILC	329	5	945	
ILC	843	1	1290	
ILC	611	14	1256	
ILC	921	6	1379	
ILC	470	7	1403	
ILC	560	13	1596	
ILC	498	14	1377	
ILC	986	1	1552	
ILC	481	9	1096	
ILC	989	7	1205	
ILC	955	11	1375	
ILC	131	12	1427	
ILC	270	6	1174	
ILC	857	8	1258	
ILC	606	10	1477	
ILC	268	5	1009	
ILC	795	11	1170	
ILC	384	10	1199	
ILC	320	14	1198	
ILC	584	13	944	
ILC	489	6	1196	
ILC	430	4	1054	
ILC	456	9	1346	
ILC	176	14	1025	
ILC	804	6	1382	
ILC	267	5	1442	
ILC	320	1	1022	
ILC	896	1	1275	
ILC	955	2	1141	
ILC	166	4	1196	
ILC	516	3	1109	
ILC	53	3	1351	
ILC	618	14	1361	
ILC	824	8	1617	
ILC	30	5	1027	
ILC	702	7	1140	
ILC	404	13	1082	
ILC	632	6	1451	
ILC	92	1	1329	
ILC	264	14	1188	
ILC	855	14	998	
ILC	821	9	1661	
ILC	12	11	1212	
ILC	976	8	971	
ILC	292	9	1113	
ILC	2	7	1101	
ILC	653	5	1482	
ILC	481	3	1106	
ILC	868	4	1318	
ILC	136	10	1311	
ILC	303	2	1556	
ILC	142	14	1549	
ILC	799	3	1416	
ILC	169	3	953	
ILC	427	2	1179	
ILC	377	3	1005	
ILC	441	5	1247	
ILC	503	11	1229	
ILC	176	5	1446	
ILC	135	1	1341	
ILC	264	2	1180	
ILC	360	10	1293	
ILC	475	12	1484	
ILC	384	8	1262	
ILC	472	1	1467	
ILC	208	10	1578	
ILC	292	13	1188	
ILC	129	7	1066	
ILC	69	12	1115	
ILC	205	10	1270	
ILC	517	2	1635	
ILC	862	14	1044	
ILC	498	11	1462	
ILC	436	5	1015	
ILC	652	1	1284	
ILC	440	5	1063	
ILC	517	7	1446	
ILC	257	13	1141	
ILC	858	9	1550	
ILC	191	11	1218	
ILC	388	13	1600	
ILC	191	2	1163	
ILC	22	4	1145	
ILC	117	5	948	
ILC	207	6	1213	
ILC	875	8	954	
ILC	499	13	1634	
ILC	798	11	945	
ILC	715	10	1498	
ILC	705	1	1346	
ILC	60	9	1053	
ILC	604	5	1639	
ILC	138	14	1157	
ILC	415	3	931	
ILC	257	7	1445	
ILC	418	9	1698	
ILC	822	5	1101	
ILC	482	7	1452	
ILC	804	7	1196	
ILC	578	1	1592	
ILC	726	9	1592	
ILC	46	6	980	
ILC	837	13	943	
ILC	878	2	1244	
ILC	44	3	1046	
ILC	983	14	1008	
ILC	419	10	1111	
ILC	306	13	1404	
ILC	618	2	1328	
ILC	933	14	1657	
ILC	442	5	986	
ILC	812	7	1059	
ILC	110	1	1340	
ILC	917	12	1274	
ILC	71	4	1648	
ILC	213	7	1510	
ILC	502	1	1654	
ILC	154	12	1093	
ILC	686	10	1068	
ILC	96	1	1377	
ILC	523	12	1666	
ILC	28	10	1440	
ILC	215	13	1408	
ILC	657	2	1179	
ILC	53	10	1372	
ILC	656	14	963	
ILC	604	4	1023	
ILC	158	14	953	
ILC	640	8	1277	
ILC	14	4	1642	
ILC	855	2	1323	
ILC	173	10	1134	
ILC	449	1	1592	
ILC	520	3	1008	
ILC	983	1	931	
ILC	601	7	1012	
ILC	637	12	1177	
ILC	947	5	990	
ILC	838	1	1695	
ILC	927	12	1065	
ILC	303	10	1217	
ILC	250	9	969	
ILC	737	3	1070	
ILC	874	6	1312	
ILC	577	12	1269	
ILC	634	13	1193	
ILC	260	11	1512	
ILC	110	4	1411	
ILC	901	9	1508	
ILC	40	2	1021	
ILC	338	11	1319	
ILC	319	2	1599	
ILC	11	12	1134	
ILC	626	12	1174	
ILC	261	1	1046	
ILC	966	2	1345	
ILC	399	14	1485	
ILC	880	8	1559	
ILC	569	11	1592	
ILC	542	2	1311	
ILC	376	9	1430	
ILC	81	5	1570	
ILC	112	14	1319	
ILC	636	8	1491	
ILC	454	1	1242	
ILC	267	3	1029	
ILC	676	12	1552	
ILC	756	5	1519	
ILC	734	3	1607	
ILC	887	5	1651	
ILC	143	8	1329	
ILC	801	4	1536	
ILC	832	13	1391	
ILC	691	10	1033	
ILC	253	12	1149	
ILC	94	14	1156	
ILC	846	14	1623	
ILC	928	6	1591	
ILC	11	7	1389	
ILC	713	11	1131	
ILC	794	4	1059	
ILC	593	9	1259	
ILC	427	11	1316	
ILC	306	10	1282	
ILC	294	13	1555	
ILC	932	8	1480	
ILC	624	9	1624	
ILC	486	14	1155	
ILC	681	3	1320	
ILC	215	14	1697	
ILC	629	3	1128	
ILC	737	6	1500	
ILC	900	11	1448	
ILC	950	5	1057	
ILC	958	8	1346	
ILC	661	1	1552	
ILC	324	5	1461	
ILC	61	11	1543	
ILC	346	13	1618	
ILC	195	9	1127	
ILC	215	5	1409	
ILC	827	7	1475	
ILC	991	1	1314	
ILC	100	1	1538	
ILC	282	2	1632	
ILC	72	12	1664	
ILC	281	2	1394	
ILC	756	13	1363	
ILC	144	11	1148	
ILC	890	11	1675	
ILC	991	11	1138	
ILC	959	14	1206	
ILC	824	12	1439	
ILC	575	2	1605	
ILC	955	6	1133	
ILC	258	8	1572	
ILC	416	1	1312	
ILC	208	3	1049	
ILC	964	1	1160	
ILC	523	9	1418	
ILC	378	10	1667	
ILC	595	8	1641	
ILC	194	3	1138	
ILC	792	8	1448	
ILC	778	11	1461	
ILC	673	3	1289	
ILC	855	1	1089	
ILC	86	5	1392	
ILC	706	11	1422	
ILC	500	1	1251	
ILC	660	13	1076	
ILC	965	9	1377	
ILC	117	4	1462	
ILC	948	14	947	
ILC	718	12	1360	
ILC	987	11	1095	
ILC	547	7	1038	
ILC	958	10	1502	
ILC	978	10	1683	
ILC	906	11	1031	
ILC	194	10	1061	
ILC	271	3	1362	
ILC	97	14	1441	
ILC	215	14	1189	
ILC	199	3	1130	
ILC	724	12	1001	
ILC	610	9	1292	
ILC	428	6	1150	
ILC	387	2	1159	
ILC	450	11	1237	
ILC	577	1	1102	
ILC	428	6	1338	
ILC	753	4	1422	
ILC	310	11	1561	
ILC	45	2	1655	
ILC	19	5	1466	
ILC	623	6	1505	
ILC	712	3	1162	
ILC	372	13	1668	
ILC	745	2	1510	
ILC	52	14	1627	
ILC	513	2	1549	
ILC	251	4	951	
ILC	662	4	1289	
ILC	415	3	1658	
ILC	944	13	1251	
ILC	956	3	1623	
ILC	998	3	1494	
ILC	29	11	1588	
ILC	26	5	1119	
ILC	332	11	957	
ILC	423	6	1235	
ILC	288	9	1147	
ILC	743	1	1672	
ILC	2	8	1680	
ILC	700	8	1524	
ILC	563	6	1427	
ILC	199	11	1287	
ILC	473	14	1018	
ILC	54	14	1003	
ILC	827	5	1235	
ILC	371	5	1582	
ILC	114	14	1369	
ILC	807	7	935	
ILC	199	7	1063	
ILC	334	13	1244	
ILC	948	3	1091	
ILC	946	9	1484	
ILC	759	2	1115	
ILC	477	6	1492	
ILC	843	8	1655	
ILC	630	5	1065	
ILC	350	12	1264	
ILC	535	3	1199	
ILC	284	8	1686	
ILC	13	13	1142	
ILC	944	5	1429	
ILC	756	10	1234	
ILC	446	2	971	
ILC	43	5	1601	
ILC	289	5	1155	
ILC	235	14	1050	
ILC	585	8	1123	
ILC	346	6	1593	
ILC	978	10	1662	
ILC	766	8	1309	
ILC	845	10	1280	
ILC	780	3	1456	
ILC	486	13	1574	
ILC	718	10	1572	
ILC	403	7	1523	
ILC	931	9	1419	
ILC	392	1	1607	
ILC	897	10	1292	
ILC	974	2	1095	
ILC	821	4	1455	
ILC	209	5	994	
ILC	85	3	1098	
ILC	677	9	1399	
ILC	182	8	1465	
ILC	77	6	1088	
ILC	922	12	1144	
ILC	631	9	1151	
ILC	989	14	1443	
ILC	814	12	1673	
ILC	108	8	1207	
ILC	600	1	1029	
ILC	237	7	1636	
ILC	772	7	1176	
ILC	654	1	1078	
ILC	643	2	1698	
ILC	745	6	952	
ILC	196	10	1270	
ILC	579	5	1457	
ILC	680	13	1560	
ILC	757	12	1691	
ILC	14	9	1309	
ILC	577	10	1219	
ILC	663	3	1025	
ILC	41	11	1525	
ILC	146	3	1050	
ILC	380	13	1116	
ILC	395	7	1442	
ILC	580	9	1317	
ILC	116	5	952	
ILC	694	3	1586	
ILC	856	8	1283	
ILC	91	7	1180	
ILC	920	2	1293	
ILC	23	14	1475	
ILC	296	5	1642	
ILC	537	13	1648	
ILC	666	1	1394	
ILC	35	7	949	
ILC	630	14	1129	
ILC	705	9	987	
ILC	929	5	1103	
ILC	61	6	1576	
ILC	895	2	1574	
ILC	645	2	1190	
ILC	963	13	1028	
ILC	774	11	935	
ILC	822	13	1085	
ILC	740	2	1047	
ILC	389	5	1501	
ILC	166	8	1537	
ILC	827	9	1298	
ILC	826	12	1164	
ILC	19	13	1576	
ILC	787	13	1088	
ILC	173	5	1067	
ILC	601	3	1013	
ILC	609	9	1266	
ILC	153	10	1566	
ILC	968	13	1066	
ILC	734	10	1176	
ILC	583	13	1317	
ILC	369	1	1071	
ILC	184	12	992	
ILC	385	12	1293	
ILC	994	14	1281	
ILC	309	11	1670	
ILC	863	9	1637	
ILC	44	9	1029	
ILC	165	13	1405	
ILC	294	10	1576	
ILC	136	2	1448	
ILC	619	11	1498	
ILC	524	12	983	
ILC	745	3	1167	
ILC	366	2	1224	
ILC	348	1	950	
ILC	748	11	1424	
ILC	826	2	1109	
ILC	323	3	1196	
ILC	625	14	1486	
ILC	898	3	1046	
ILC	690	1	1167	
ILC	543	7	1464	
ILC	477	5	1197	
ILC	997	2	1141	
ILC	278	2	967	
ILC	917	9	1682	
ILC	246	13	1310	
ILC	132	9	1259	
ILC	545	9	1047	
ILC	500	4	1073	
ILC	735	8	1419	
ILC	184	7	1142	
ILC	746	8	1542	
ILC	246	9	1126	
ILC	239	10	1635	
ILC	472	3	1651	
ILC	90	11	1414	
ILC	290	14	1641	
ILC	518	5	1572	
ILC	787	9	1083	
ILC	233	12	1615	
ILC	191	9	1273	
ILC	468	11	1185	
ILC	528	5	1588	
ILC	455	6	1388	
ILC	878	11	1225	
ILC	701	4	974	
ILC	314	10	1585	
ILC	195	8	1318	
ILC	530	4	1197	
ILC	656	2	1641	
ILC	544	1	1195	
ILC	174	8	1469	
ILC	305	9	1654	
ILC	652	7	1497	
ILC	212	3	1186	
ILC	184	4	1473	
ILC	530	4	1352	
ILC	103	13	1303	
ILC	727	10	1292	
ILC	340	9	1148	
ILC	395	6	1208	
ILC	357	3	1684	
ILC	690	10	1183	
ILC	359	7	1289	
ILC	320	12	1168	
ILC	609	2	1074	
ILC	189	11	1187	
ILC	912	13	984	
ILC	16	8	1258	
ILC	723	4	1393	
ILC	830	10	1304	
ILC	683	8	1486	
ILC	314	5	1576	
ILC	686	4	1310	
ILC	537	14	1450	
ILC	182	12	1522	
ILC	321	2	952	
ILC	551	5	1012	
ILC	221	3	1625	
ILC	861	7	1518	
ILC	845	8	1554	
ILC	999	4	1228	
ILC	652	12	1232	
ILC	108	14	1368	
ILC	19	14	967	
ILC	596	1	1055	
ILC	461	5	1406	
ILC	425	13	1053	
ILC	308	9	987	
ILC	838	4	1257	
ILC	791	4	1159	
ILC	844	12	1122	
ILC	352	1	1283	
ILC	443	9	1125	
ILC	755	14	1161	
ILC	329	7	1009	
ILC	491	7	1585	
ILC	429	7	1453	
ILC	57	4	1123	
ILC	106	3	1542	
ILC	20	7	1633	
ILC	626	12	1151	
ILC	610	6	1574	
ILC	4	9	1239	
ILC	210	6	1144	
ILC	765	13	1494	
ILC	571	7	1191	
ILC	666	4	1331	
ILC	601	7	1691	
ILC	597	4	960	
ILC	670	13	1267	
ILC	229	2	1544	
ILC	990	11	1622	
ILC	45	9	1501	
ILC	779	11	1153	
ILC	933	13	1538	
ILC	102	3	936	
ILC	183	11	1051	
ILC	882	6	930	
ILC	945	9	936	
ILC	211	9	1396	
ILC	188	11	1151	
ILC	720	7	1163	
ILC	161	13	1319	
ILC	388	9	1511	
ILC	439	6	1503	
ILC	80	12	1527	
ILC	801	3	1316	
ILC	314	12	1545	
ILC	829	12	1171	
ILC	735	5	1274	
ILC	768	7	1471	
ILC	992	5	1063	
ILC	580	12	997	
ILC	691	10	1583	
ILC	98	1	1495	
ILC	282	14	1297	
ILC	535	7	1556	
ILC	523	1	1131	
ILC	566	12	1555	
ILC	260	1	1621	
ILC	274	7	1515	
ILC	837	3	1233	
ILC	378	8	1619	
ILC	501	3	936	
ILC	424	12	1098	
ILC	80	1	1325	
ILC	569	4	1473	
ILC	793	12	1195	
ILC	915	2	1111	
ILC	599	9	1379	
ILC	494	14	1078	
ILC	68	11	1046	
ILC	41	6	1670	
ILC	729	7	1181	
ILC	802	13	930	
ILC	417	11	1490	
ILC	371	1	1452	
ILC	467	12	1050	
ILC	18	9	1203	
ILC	571	9	1079	
ILC	581	8	1629	
ILC	815	2	1551	
ILC	547	7	1130	
ILC	231	5	1659	
ILC	403	3	1177	
ILC	596	3	1171	
ILC	94	2	1390	
ILC	149	6	1073	
ILC	285	13	1343	
ILC	785	6	1285	
ILC	191	13	1590	
ILC	214	12	1455	
ILC	690	3	1183	
ILC	997	5	1464	
ILC	356	6	1685	
ILC	907	1	1092	
ILC	449	2	1156	
ILC	268	13	1648	
ILC	439	2	1143	
ILC	596	8	1048	
ILC	56	13	1509	
ILC	313	14	1589	
ILC	152	5	1101	
ILC	895	5	937	
ILC	708	7	1502	
ILC	675	4	951	
ILC	211	10	1071	
ILC	406	12	1462	
ILC	727	3	1628	
ILC	909	4	1223	
ILC	804	11	1014	
ILC	150	14	1235	
ILC	323	13	1585	
ILC	307	2	1027	
ILC	333	7	1060	
ILC	803	5	1010	
ILC	33	10	1422	
ILC	834	11	1215	
ILC	356	10	1304	
ILC	600	6	1018	
ILC	634	5	1027	
ILC	804	3	1058	
ILC	605	1	1334	
ILC	445	10	1024	
ILC	603	7	1432	
ILC	871	11	1621	
ILC	159	6	1440	
ILC	911	8	1114	
ILC	399	13	1362	
ILC	497	8	1627	
ILC	364	12	1411	
ILC	212	9	1291	
ILC	914	12	1462	
ILC	780	8	1323	
ILC	985	3	1501	
ILC	675	1	1484	
ILC	806	5	1140	
ILC	27	9	1532	
ILC	742	11	1036	
ILC	398	9	1118	
ILC	902	6	1455	
ILC	780	9	1360	
ILC	461	7	1291	
ILC	423	5	1133	
ILC	973	6	1287	
ILC	726	2	1113	
ILC	920	8	1463	
ILC	308	8	1287	
ILC	441	6	1024	
ILC	956	12	1352	
ILC	891	5	1286	
ILC	881	10	1226	
ILC	448	6	1301	
ILC	915	3	1297	
ILC	10	8	1310	
ILC	490	13	1071	
ILC	509	14	1576	
ILC	225	13	1025	
ILC	986	7	1142	
ILC	473	1	971	
ILC	901	2	1209	
ILC	635	8	1416	
ILC	885	10	1639	
ILC	4	1	1488	
ILC	769	4	1509	
ILC	168	6	1502	
ILC	312	5	1405	
ILC	725	7	1578	
ILC	998	4	1085	
ILC	30	4	954	
ILC	496	3	1524	
ILC	20	3	1164	
ILC	942	11	1538	
ILC	600	7	1155	
ILC	977	3	1604	
ILC	768	8	1238	
ILC	134	7	1009	
ILC	558	4	1450	
ILC	503	8	1532	
ILC	692	10	1500	
ILC	517	4	1625	
ILC	152	8	1179	
ILC	633	4	1542	
ILC	689	9	1383	
ILC	235	8	1383	
ILC	718	10	1457	
ILC	909	8	976	
ILC	318	3	1355	
ILC	886	4	1453	
ILC	321	2	1179	
ILC	94	12	1648	
ILC	107	5	1598	
ILC	993	2	1517	
ILC	360	10	1648	
ILC	209	1	1628	
ILC	29	6	1265	
ILC	985	14	1284	
ILC	830	4	1542	
ILC	287	7	995	
ILC	354	12	1492	
ILC	779	8	1667	
ILC	496	10	1346	
ILC	86	6	1067	
ILC	646	4	1285	
ILC	340	8	991	
ILC	581	6	1476	
ILC	139	3	1042	
ILC	864	5	1309	
ILC	597	1	1257	
ILC	278	11	1640	
ILC	878	11	1640	
ILC	635	6	1182	
ILC	418	1	1437	
ILC	142	12	1629	
ILC	932	1	1137	
ILC	24	4	1641	
ILC	135	2	1205	
ILC	610	3	1417	
ILC	332	4	1464	
ILC	341	10	949	
ILC	958	4	1043	
ILC	715	13	1228	
ILC	999	11	1251	
ILC	242	13	1232	
ILC	84	12	1121	
ILC	888	10	1464	
ILC	249	5	1359	
ILC	867	14	1160	
ILC	12	11	1632	
ILC	250	14	1148	
ILC	935	5	1344	
ILC	3	5	1418	
ILC	509	7	1633	
ILC	978	4	1662	
ILC	57	13	1241	
ILC	800	8	1353	
ILC	791	8	1623	
ILC	886	1	1697	
ILC	670	8	1033	
ILC	738	8	1649	
ILC	649	1	1329	
ILC	438	9	935	
ILC	739	5	1338	
ILC	251	9	1190	
ILC	834	11	1658	
ILC	859	12	1095	
ILC	348	1	1448	
ILC	436	7	987	
ILC	451	4	968	
ILC	724	9	1004	
ILC	316	13	1266	
ILC	902	4	1251	
ILC	198	8	1256	
ILC	203	10	984	
ILC	596	2	1509	
ILC	461	3	1015	
ILC	967	12	1424	
ILC	800	11	1160	
ILC	545	12	1071	
ILC	496	6	1242	
ILC	620	10	1272	
ILC	852	10	959	
ILC	352	9	1561	
ILC	471	13	1622	
ILC	345	10	1258	
ILC	29	13	1548	
ILC	322	14	1377	
ILC	735	2	972	
ILC	873	9	949	
ILC	406	10	1562	
ILC	789	14	1373	
ILC	673	5	933	
ILC	494	6	1019	
ILC	430	5	1419	
ILC	12	12	1625	
ILC	792	2	977	
ILC	350	4	1181	
ILC	313	2	1366	
ILC	555	14	973	
ILC	90	5	1578	
ILC	77	5	947	
ILC	115	12	1107	
ILC	106	14	1609	
ILC	683	3	1240	
ILC	333	14	1594	
ILC	369	8	1092	
ILC	253	13	1359	
ILC	669	10	1654	
ILC	855	13	1284	
ILC	202	12	1162	
ILC	358	2	1134	
ILC	227	5	1237	
ILC	659	12	1036	
ILC	445	6	1162	
ILC	336	8	1688	
ILC	115	1	1404	
ILC	528	9	1079	
ILC	896	3	1161	
ILC	394	13	1074	
ILC	893	1	990	
ILC	239	8	1541	
ILC	780	2	1315	
ILC	349	1	1552	
ILC	999	10	1409	
ILC	318	4	1071	
ILC	597	4	1691	
ILC	785	2	1623	
ILC	512	9	1422	
ILC	528	2	1526	
ILC	669	7	1206	
ILC	744	11	1112	
ILC	829	4	1413	
ILC	758	11	1515	
ILC	916	1	1328	
ILC	425	4	1466	
ILC	897	4	1369	
ILC	423	9	1654	
ILC	252	14	1059	
ILC	773	14	1230	
ILC	560	8	981	
ILC	95	5	1316	
ILC	174	3	1201	
ILC	740	10	945	
ILC	736	7	1120	
ILC	42	11	1644	
ILC	993	2	1432	
ILC	706	5	1413	
ILC	426	13	1432	
ILC	50	2	1255	
ILC	407	8	1644	
ILC	674	3	1120	
ILC	527	9	1367	
ILC	463	13	1230	
ILC	395	12	1332	
ILC	476	7	1382	
ILC	307	5	1206	
ILC	484	1	1263	
ILC	948	8	1008	
ILC	774	7	1087	
ILC	645	10	1174	
ILC	231	11	1544	
ILC	992	3	1145	
ILC	480	4	1078	
ILC	451	10	1309	
ILC	539	7	1466	
ILC	169	9	1621	
ILC	957	5	1137	
ILC	326	14	1196	
ILC	246	9	1155	
ILC	490	12	1316	
ILC	898	4	959	
ILC	722	1	1240	
ILC	416	4	1348	
ILC	157	10	993	
ILC	962	11	1592	
ILC	31	14	1245	
ILC	917	5	1681	
ILC	765	14	1539	
ILC	2	12	1006	
ILC	956	12	1645	
ILC	473	6	1242	
ILC	227	5	1527	
ILC	744	7	931	
ILC	206	3	1143	
ILC	8	10	1176	
ILC	62	12	1484	
ILC	238	6	954	
ILC	176	1	1459	
ILC	388	6	1539	
ILC	85	11	1502	
ILC	630	12	1440	
ILC	255	3	1503	
ILC	669	10	1287	
ILC	355	10	1558	
ILC	479	11	1460	
ILC	582	3	1529	
ILC	550	11	1068	
ILC	340	5	1055	
ILC	279	3	1289	
ILC	49	10	1226	
ILC	139	8	1252	
ILC	448	12	930	
ILC	417	9	1188	
ILC	460	2	1209	
ILC	172	1	1056	
ILC	795	13	1238	
ILC	82	9	987	
ILC	945	5	1520	
ILC	591	2	1441	
ILC	582	11	1444	
ILC	31	13	1161	
ILC	691	11	1369	
ILC	227	11	1431	
ILC	945	4	1500	
ILC	770	1	1019	
ILC	146	1	1309	
ILC	134	13	1231	
ILC	971	14	1113	
ILC	552	3	1334	
ILC	983	10	1113	
ILC	629	5	1642	
ILC	558	12	1424	
ILC	741	1	1032	
ILC	131	11	1594	
ILC	799	7	1580	
ILC	943	11	1521	
ILC	865	12	1245	
ILC	831	3	1196	
ILC	745	4	1499	
ILC	42	2	972	
ILC	49	4	1603	
ILC	343	14	1405	
ILC	653	4	1148	
ILC	834	6	1241	
ILC	908	13	1195	
ILC	483	3	1288	
ILC	73	6	1057	
ILC	40	12	1329	
ILC	48	12	1156	
ILC	408	7	1352	
ILC	701	7	1358	
ILC	958	7	1091	
ILC	589	6	1608	
ILC	257	14	1254	
ILC	470	2	1520	
ILC	717	13	956	
ILC	580	7	1481	
ILC	475	8	1238	
ILC	810	2	1332	
ILC	418	2	1398	
ILC	720	4	1467	
ILC	64	10	1633	
ILC	287	3	1002	
ILC	570	7	1217	
ILC	324	9	1553	
ILC	66	11	1274	
ILC	740	9	1589	
ILC	648	12	1576	
ILC	903	10	1351	
ILC	969	7	1635	
ILC	887	11	1699	
ILC	705	3	1447	
ILC	203	4	1354	
ILC	34	7	1173	
ILC	31	12	1681	
ILC	541	5	1290	
ILC	46	14	975	
ILC	618	13	1633	
ILC	15	1	1659	
ILC	3	3	1125	
ILC	989	6	1377	
ILC	675	5	1453	
ILC	736	4	1364	
ILC	481	6	1321	
ILC	447	10	1344	
ILC	823	5	940	
ILC	326	13	1371	
ILC	535	2	1029	
ILC	644	4	1144	
ILC	183	5	1502	
ILC	568	2	1182	
ILC	957	13	1188	
ILC	695	5	1139	
ILC	69	3	1109	
ILC	84	2	1231	
ILC	64	8	1046	
ILC	76	5	1364	
ILC	295	10	1456	
ILC	652	11	1351	
ILC	769	13	1469	
ILC	54	9	977	
ILC	953	9	1412	
ILC	613	13	1135	
ILC	516	11	1491	
ILC	414	8	1184	
ILC	57	13	965	
ILC	702	2	1499	
ILC	678	2	1139	
ILC	321	9	1509	
ILC	644	8	1182	
ILC	933	1	1274	
ILC	613	6	1310	
ILC	360	11	1349	
ILC	627	6	1053	
ILC	896	7	967	
ILC	333	9	1352	
ILC	760	14	1135	
ILC	504	8	1223	
ILC	535	7	1249	
ILC	779	10	1579	
ILC	856	8	1398	
ILC	336	2	958	
ILC	174	3	1438	
ILC	784	2	1508	
ILC	517	11	1499	
ILC	611	4	1094	
ILC	130	4	1181	
ILC	149	13	1575	
ILC	681	10	1415	
ILC	661	7	1122	
ILC	13	11	1235	
ILC	353	1	1336	
ILC	790	13	985	
ILC	501	3	1157	
ILC	719	7	1025	
ILC	860	14	1461	
ILC	697	9	1265	
ILC	652	6	1005	
ILC	682	7	1044	
ILC	828	14	1342	
ILC	733	10	1381	
ILC	49	5	1658	
ILC	389	6	1013	
ILC	549	5	1557	
ILC	439	9	1256	
ILC	952	6	1068	
ILC	143	4	1415	
ILC	769	1	963	
ILC	55	4	1697	
ILC	533	4	1007	
ILC	421	10	1387	
ILC	856	12	1613	
ILC	892	10	1096	
ILC	140	8	1266	
ILC	664	3	1160	
ILC	701	5	1499	
ILC	860	3	1527	
ILC	709	13	1179	
ILC	958	4	1102	
ILC	10	13	1009	
ILC	521	6	1094	
ILC	944	1	1043	
ILC	913	13	1415	
ILC	935	9	1343	
ILC	511	7	1360	
ILC	361	13	1256	
ILC	62	7	1097	
ILC	593	14	1218	
ILC	45	11	1076	
ILC	378	13	938	
ILC	142	9	1368	
ILC	67	5	1428	
ILC	203	4	1696	
ILC	938	13	1171	
ILC	540	4	1251	
ILC	448	14	1643	
ILC	613	2	945	
ILC	897	13	1336	
ILC	788	7	1156	
ILC	61	12	1324	
ILC	527	4	1300	
ILC	47	6	1541	
ILC	756	1	1189	
ILC	985	9	1334	
ILC	873	13	1542	
ILC	367	10	1272	
ILC	321	9	1398	
ILC	878	8	977	
ILC	465	8	1180	
ILC	322	10	1410	
ILC	895	13	976	
ILC	986	3	964	
ILC	260	10	1639	
ILC	347	2	1024	
ILC	900	14	1377	
ILC	432	10	1587	
ILC	739	14	1362	
ILC	165	4	1640	
ILC	22	9	1169	
ILC	352	8	1168	
ILC	254	12	1647	
ILC	868	1	1656	
ILC	542	7	1692	
ILC	198	1	1287	
ILC	492	9	1300	
ILC	963	6	1586	
ILC	62	5	1318	
ILC	834	2	1130	
ILC	899	12	961	
ILC	325	13	1655	
ILC	608	14	1298	
ILC	558	1	1485	
ILC	939	13	983	
ILC	507	6	1279	
ILC	683	11	1084	
ILC	905	4	1314	
ILC	975	14	1238	
ILC	216	11	1010	
ILC	223	13	1446	
ILC	179	2	1105	
ILC	407	13	1237	
ILC	802	1	1424	
ILC	350	10	1547	
ILC	30	6	1080	
ILC	906	5	1657	
ILC	161	3	950	
ILC	942	9	1004	
ILC	429	8	1632	
ILC	66	2	1388	
ILC	592	14	1281	
ILC	798	5	1396	
ILC	218	2	1216	
ILC	158	6	1315	
ILC	440	5	1066	
ILC	981	13	1598	
ILC	711	11	1123	
ILC	155	3	1220	
ILC	530	7	1354	
ILC	952	8	1261	
ILC	758	2	1588	
ILC	272	3	1522	
ILC	539	6	965	
ILC	679	10	1089	
ILC	789	3	1482	
ILC	655	12	1419	
ILC	399	8	1662	
ILC	488	4	1369	
ILC	334	14	1458	
ILC	154	2	933	
ILC	170	11	1538	
ILC	996	12	984	
ILC	324	14	1272	
ILC	391	5	1508	
ILC	265	10	1538	
ILC	976	2	1046	
ILC	151	13	1531	
ILC	228	3	1624	
ILC	588	7	1399	
ILC	941	3	1560	
ILC	792	4	1328	
ILC	731	8	1672	
ILC	556	7	1054	
ILC	923	11	1299	
ILC	988	13	1404	
ILC	193	3	1355	
ILC	515	8	1353	
ILC	106	5	974	
ILC	118	11	1126	
ILC	363	4	997	
ILC	949	2	1537	
ILC	918	8	1246	
ILC	977	7	1639	
ILC	665	5	1058	
ILC	662	8	1658	
ILC	474	6	1378	
ILC	476	9	1011	
ILC	348	10	1136	
ILC	733	12	957	
ILC	248	10	1002	
ILC	44	8	1274	
ILC	729	11	1146	
ILC	300	6	1290	
ILC	80	1	1583	
ILC	178	1	1214	
ILC	296	1	1409	
ILC	693	2	1050	
ILC	955	13	1658	
ILC	874	7	1619	
ILC	192	6	935	
ILC	413	6	1624	
ILC	767	14	1157	
ILC	984	5	1046	
ILC	621	1	1567	
ILC	600	8	931	
ILC	628	12	1001	
ILC	617	14	965	
ILC	363	8	1246	
ILC	408	6	1271	
ILC	869	7	1236	
ILC	110	12	1359	
ILC	797	7	1479	
ILC	849	10	1142	
ILC	961	13	1209	
ILC	82	6	1038	
ILC	307	6	1510	
ILC	113	5	1380	
ILC	256	12	1653	
ILC	803	4	1611	
ILC	206	10	969	
ILC	431	6	1033	
ILC	802	1	1683	
ILC	205	5	1595	
ILC	220	5	1282	
ILC	645	5	1548	
ILC	657	13	1137	
ILC	271	3	1452	
ILC	897	6	1689	
